transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T09557,U134,2022-06-23,expense,food,235,card,jaipur,Grocery shopping
T00834,U082,2022-06-23,expense,travel,763,card,lucknow,
T13390,U069,2022-06-23,expense,travell,805,cash,hyderabad,Grocery shopping
T03947,U004,2022-06-23,expense,food,521,card,unknown,Uber to office late
T07972,U191,2022-06-23,expense,utilities,346,bank transfer,bengaluru,Gift
T13060,U186,2022-06-23,expense,fod,59,cash,mumbai,Dinner at resto
T13660,U049,2022-06-23,expense,food,5743,upi,chennai,Course fee
T10114,U053,2022-06-23,income,bonus,65146,bank transfer,kolkata,Monthly rent
T05007,U136,2022-06-23,expense,travel,1915,cash,ahmedabad,L01zdhyI2hztZ
T08985,U062,2022-06-23,expense,utilities,221,cash,unknown,Paid electricity bill
T02872,U094,2022-06-23,expense,utilities,302,upi,jaipur,
T11027,U151,2022-06-23,expense,rent,593,cash,hyderabad,Monthly rent
T05169,U098,2022-06-23,expense,rent,44,upi,pune,Paid electricity bill
T10924,U145,2022-06-23,expense,entertainment,98,unknown,mumbai,Dinner at resto
T14580,U088,2022-06-23,expense,ren,163,bank transfer,ahmedabad,
T00593,U134,2022-06-23,expense,enntertainment,1601,bank transfer,kolkata,
T00735,U026,2022-06-23,expense,travel,1363,cash,unknown,Netflix subscription
T09789,U032,2022-06-24,expense,rent,930,cash,pune,Netflix subscription cash
T09710,U117,2022-06-24,expense,rent,276,card,mumbai,Paid electricity bill
T02361,U087,2022-06-24,expense,travel,564,upi,delhi,Doctor visit late
T09532,U067,2022-06-24,expense,food,564,bank transfer,delhi,Doctor visit via app
T09829,U054,2022-06-24,income,salary,60234,bank transfer,lucknow,
T03540,U161,2022-06-24,income,salary,59489,upi,bengaluru,Paid electricity bill
T02636,U140,2022-06-24,expense,food,2950,bank transfer,bengaluru,Paid electricity bill
T09284,U185,2022-06-24,expense,others,1806,upi,ahmedabad,Netflix subscription
T12567,U008,2022-06-24,expense,savings,737,cash,jaipur,Paid electricity bill
T13537,U151,2022-06-24,expense,food,539,card,mumbai,Monthly rent
T04787,U019,2022-06-24,expense,rent,871,cash,pune,Uber to office late
T06793,U039,2022-06-25,expense,rent,794,upi,ahmedabad,Uber to office
T06144,U085,2022-06-25,expense,rent,299,cash,bengaluru,Grocery shopping
T14895,U015,2022-06-25,expense,education,587,cash,bengaluru,Salary
T02662,U086,2022-06-25,expense,rent,167,bank transfer,ahmedabad,Dinner at resto
T06594,U161,2022-06-25,expense,others,406,cash,jaipur,Uber to office
T14214,U086,2022-06-25,expense,rent,26,cash,ahmedabad,Monthly rent
T12897,U056,2022-06-25,expense,utilities,781,cash,hyderabad,s2w5I0uFobe0
T02015,U088,2022-06-25,income,salary,70197,upi,pune,Doctor visit
T11318,U047,2022-06-25,expense,food,579,card,hyderabad,Doctor visit
T02613,U022,2022-06-25,expense,entertainment,1485,bank transfer,delhi,Salary
T11301,U058,2022-06-25,expense,others,121,bank transfer,bengaluru,
T10929,U144,2022-06-25,income,salary,61033,card,pune,Paid electricity bill via app
T08048,U086,2022-06-25,expense,health,1113,cash,hyderabad,Monthly rent
T11680,U141,2022-06-26,expense,others,477,upi,delhi,Gift cash
T09427,U095,2022-06-26,expense,entertainment,208,upi,mumbai,Netflix subscription late
T09787,U150,2022-06-26,expense,food,7192,card,ahmedabad,Doctor visit
T03813,U157,2022-06-26,expense,food,404,bank transfer,jaipur,NUGOxY5uEE6VGxC6Dd
T05684,U130,2022-06-27,expense,travel,58,upi,chennai,
T00456,U176,2022-06-27,expense,travel,790,upi,hyderabad,Doctor visit late
T12650,U048,2022-06-27,expense,utilities,1598,card,delhi,8SaSOS2GML8
T02437,U115,2022-06-27,expense,rent,1079,bank transfer,ahmedabad,Dinner at resto late
T10026,U165,2022-06-27,income,salary,62768,card,jaipur,Monthly rent via app
T03515,U154,2022-06-27,expense,savings,300,upi,unknown,Grocery shopping
T00306,U101,2022-06-27,income,salary,60320,upi,jaipur,
T14287,U046,2022-06-27,expense,food,672,bank transfer,lucknow,
T12400,U047,2022-06-27,expense,food,252,card,bengaluru,Netflix subscription via app
T05019,U009,2022-06-28,expense,savings,268,cash,jaipur,Doctor visit
T03573,U138,2022-06-28,expense,utilities,1609,cash,delhi,Gift late
T10001,U156,2022-06-28,expense,others,86,upi,mumbai,Netflix subscription
T09406,U069,2022-06-28,expense,education,197,bank transfer,delhi,Netflix subscription late
T01255,U003,2022-06-28,expense,travel,316,card,kolkata,Dinner at resto
T01030,U040,2022-06-28,expense,entertainment,631,cash,pune,Uber to office
T09896,U115,2022-06-28,expense,educatino,492,cash,mumbai,Dinner at resto
T13154,U047,2022-06-28,expense,rent,351,upi,mumbai,Grocery shopping
T11769,U163,2022-06-28,expense,utilities,822,card,ahmedabad,Paid electricity bill
T03624,U140,2022-06-28,expense,utilities,5177,upi,mumbai,
T05508,U003,2022-06-28,expense,rent,1298,upi,jaipur,Monthly rent
T00769,U168,2022-06-28,expense,food,449,upi,pune,Monthly rent via app
T07081,U069,2022-06-29,expense,others,1521,card,ahmedabad,Salary late
T05255,U095,2022-06-29,expense,health,744,bank transfer,ahmedabad,Grocery shopping via app
T09958,U141,2022-06-29,expense,entertainment,172,card,chennai,Grocery shopping
T00350,U018,2022-06-29,expense,food,340,unknown,lucknow,Monthly rent
T08772,U121,2022-06-29,income,other income,66214,bank transfer,unknown,Netflix subscription
T07483,U179,2022-06-29,expense,travel,888,cash,mumbai,Doctor visit
T06035,U137,2022-06-29,expense,food,726,card,lucknow,Doctor visit
T14509,U121,2022-06-29,expense,eentertainment,147,cash,chennai,Gift
T10540,U049,2022-06-29,expense,food,572,unknown,bengaluru,Gift via app
T08275,U030,2022-06-29,expense,entertainment,75,bank transfer,lucknow,Grocery shopping
T01067,U058,2022-06-29,expense,travel,123,upi,kolkata,HkiMxtBZar
T13342,U096,2022-06-29,expense,others,202,card,jaipur,
T10495,U086,2022-06-29,expense,food,5472,bank transfer,delhi,Paid electricity bill
T12847,U126,2022-06-30,expense,entertainment,142,upi,delhi,Uber to office
T12582,U024,2022-06-30,expense,utilities,1328,bank transfer,lucknow,Netflix subscription
T08271,U097,2022-06-30,expense,rent,626,card,delhi,Course fee
T00126,U170,2022-06-30,expense,rent,2415,card,mumbai,Paid electricity bill
T13004,U138,2022-06-30,expense,travel,133,bank transfer,pune,Uber to office
T06261,U152,2022-06-30,expense,food,764,card,kolkata,Dinner at resto
T12423,U146,2022-06-30,expense,travel,185,unknown,bengaluru,Course fee
T13947,U100,2022-06-30,expense,entertainment,136,card,hyderabad,
T06085,U131,2022-06-30,income,other income,49846,upi,chennai,Netflix subscription
T04002,U068,2022-06-30,expense,utilities,382,card,bengaluru,
T13208,U090,2022-06-30,expense,utilities,1347,card,mumbai,Gift
T09233,U120,2022-06-30,expense,travel,373,upi,delhi,Course fee via app
T05851,U110,2022-06-30,expense,rent,197,card,hyderabad,q43apn63sYYs
T12891,U113,2022-06-30,expense,food,1133,cash,jaipur,Salary via app
T08352,U107,2022-06-30,expense,entertainment,142,upi,kolkata,3JX4dKw9678a
T01851,U132,2022-06-30,expense,travel,485,cash,chennai,Uber to office via app
T08912,U146,2022-07-01,expense,education,849,bank transfer,ahmedabad,Gift
T03962,U072,2022-07-01,expense,food,612,unknown,lucknow,Dinner at resto
T12229,U068,2022-07-01,expense,savings,141,upi,jaipur,Course fee
T13776,U164,2022-07-01,expense,education,990,bank transfer,unknown,mUw4MHfhxdI35erdw
T02342,U097,2022-07-01,expense,food,174,upi,lucknow,Doctor visit
T04981,U047,2022-07-01,expense,entertainment,2415,cash,mumbai,Course fee
T02730,U003,2022-07-01,expense,education,287,cash,kolkata,Course fee
T03622,U099,2022-07-01,expense,education,173,upi,jaipur,Monthly rent
T00646,U007,2022-07-01,expense,travel,1027,card,kolkata,y3JU3FKyHuHR5qUX3MXi
T09699,U085,2022-07-01,expense,food,566,cash,chennai,Paid electricity bill
T06402,U059,2022-07-01,expense,rent,266,card,bengaluru,Gift
T07361,U114,2022-07-01,expense,travel,479,cash,kolkata,
T09457,U188,2022-07-01,expense,rent,65,upi,pune,2K1Auihk
T02259,U043,2022-07-02,expense,food,415,upi,chennai,Monthly rent
T00948,U106,2022-07-02,expense,food,576,cash,mumbai,Paid electricity bill via app
T12665,U103,2022-07-02,expense,savings,2954,bank transfer,mumbai,Uber to office
T04923,U164,2022-07-02,income,salary,96877,upi,jaipur,Netflix subscription
T07523,U110,2022-07-02,expense,health,477,cash,chennai,
T10777,U044,2022-07-02,expense,travel,336,upi,kolkata,Uber to office
T03143,U010,2022-07-02,expense,rent,304,upi,hyderabad,Doctor visit
T02918,U178,2022-07-02,expense,travel,1397,card,unknown,Gift
T09862,U063,2022-07-02,expense,utilities,1275,upi,unknown,Course fee late
T00678,U126,2022-07-02,expense,others,2029,cash,kolkata,Grocery shopping
T03607,U182,2022-07-02,income,salary,76047,cash,lucknow,Gift late
T03101,U151,2022-07-02,expense,rent,512,unknown,delhi,Course fee late
T01138,U086,2022-07-03,expense,rent,302,cash,lucknow,S5idsONo4paFR
T12806,U022,2022-07-03,expense,rent,30,upi,pune,Paid electricity bill
T03729,U144,2022-07-03,income,other income,64618,cash,hyderabad,Salary
T07602,U036,2022-07-03,expense,travel,1029,unknown,hyderabad,2SgEKG3r8j
T14170,U095,2022-07-03,expense,travel,1701,cash,kolkata,Salary
T06334,U068,2022-07-03,expense,utilities,1819,card,unknown,
T04354,U064,2022-07-03,expense,rent,812,bank transfer,hyderabad,Salary
T11455,U127,2022-07-03,income,salary,55063,card,kolkata,
T06994,U057,2022-07-03,income,salary,54481,card,delhi,Course fee via app
T09210,U111,2022-07-03,expense,food,132,bank transfer,mumbai,Doctor visit
T08887,U130,2022-07-04,expense,food,432,upi,lucknow,Gift
T02211,U165,2022-07-04,expense,rent,350,bank transfer,chennai,Salary
T10523,U008,2022-07-04,expense,foo,7864,cash,jaipur,rgGq12fm3nyP7
T14480,U177,2022-07-04,expense,utilities,621,bank transfer,lucknow,Course fee
T11623,U160,2022-07-04,expense,travel,1435,cash,bengaluru,Grocery shopping
T06470,U026,2022-07-04,expense,utilities,525,bank transfer,pune,Grocery shopping
T01832,U190,2022-07-04,expense,travel,945,upi,ahmedabad,Dinner at resto
T00222,U014,2022-07-04,expense,traavel,745,cash,delhi,Uber to office via app
T01093,U174,2022-07-04,expense,travel,540,upi,chennai,Dinner at resto
T00402,U028,2022-07-04,expense,ren,286,cash,pune,Monthly rent
T12913,U008,2022-07-04,expense,rent,3067,cash,hyderabad,
T10220,U008,2022-07-04,expense,rent,493,bank transfer,delhi,Doctor visit
T08333,U139,2022-07-04,expense,food,1025,cash,kolkata,Uber to office
T07577,U033,2022-07-04,income,bonus,55962,card,lucknow,Netflix subscription
T14208,U051,2022-07-04,expense,education,343,card,lucknow,Dinner at resto
T12849,U050,2022-07-05,expense,rent,78,card,hyderabad,Doctor visit
T05170,U155,2022-07-05,income,other income,71903,unknown,hyderabad,
T09038,U124,2022-07-05,expense,education,296,cash,kolkata,hlYRBPZD5ORPnIVE
T09670,U121,2022-07-05,expense,food,233,upi,jaipur,YkSVkf2gOTjgmM7
T03124,U063,2022-07-05,expense,unknown,1944,bank transfer,lucknow,Monthly rent
T06488,U062,2022-07-05,income,other income,75657,unknown,delhi,Salary via app
T04505,U118,2022-07-05,expense,entertainment,9672,bank transfer,lucknow,Course fee via app
T05176,U155,2022-07-05,expense,savings,803,upi,jaipur,Gift
T03745,U042,2022-07-06,income,bonus,63838,upi,mumbai,Doctor visit
T06676,U067,2022-07-06,expense,food,514,upi,chennai,Gift
T12037,U010,2022-07-06,expense,food,523,card,lucknow,Dinner at resto
T03028,U072,2022-07-06,income,other income,36178,upi,unknown,Gift
T08035,U060,2022-07-06,income,other income,67248,cash,jaipur,Paid electricity bill
T08175,U007,2022-07-06,expense,entertainment,71,cash,chennai,
T03728,U066,2022-07-06,expense,utilites,389,upi,bengaluru,
T00078,U070,2022-07-06,income,bonus,88602,cash,delhi,Dinner at resto
T10313,U131,2022-07-06,expense,utilities,24,cash,pune,Uber to office cash
T06069,U097,2022-07-07,expense,food,312,upi,delhi,Doctor visit
T14600,U094,2022-07-07,expense,travel,103,bank transfer,chennai,Paid electricity bill
T12081,U059,2022-07-07,expense,travel,142,cash,lucknow,Grocery shopping
T12492,U001,2022-07-07,expense,entertainment,413,bank transfer,pune,Doctor visit
T06046,U175,2022-07-07,expense,food,62,bank transfer,mumbai,Monthly rent
T13379,U058,2022-07-08,expense,others,374,bank transfer,pune,Gift
T01407,U084,2022-07-08,expense,travel,320,upi,lucknow,Monthly rent
T13839,U174,2022-07-08,expense,food,735,card,jaipur,
T05445,U141,2022-07-08,expense,rent,256,card,hyderabad,Monthly rent
T06528,U102,2022-07-08,expense,rent,84,upi,kolkata,Gift cash
T12460,U129,2022-07-08,expense,food,146,bank transfer,chennai,Gift via app
T10193,U077,2022-07-08,expense,utilities,401,bank transfer,ahmedabad,
T08939,U038,2022-07-08,expense,utilities,1429,card,pune,
T03675,U088,2022-07-08,expense,education,81,upi,mumbai,Netflix subscription
T10857,U114,2022-07-08,income,bonus,59843,bank transfer,mumbai,Gift
T09885,U051,2022-07-08,expense,food,193,bank transfer,hyderabad,Uber to office
T06449,U004,2022-07-08,expense,rent,42,cash,jaipur,Paid electricity bill
T10319,U090,2022-07-08,expense,others,429,upi,ahmedabad,Gift
T10874,U149,2022-07-08,expense,food,259,upi,hyderabad,
T05417,U033,2022-07-08,income,other income,58331,bank transfer,mumbai,Netflix subscription
T08604,U190,2022-07-08,expense,rent,31,upi,delhi,Course fee
T12646,U119,2022-07-09,expense,rent,94,upi,mumbai,Course fee
T14354,U086,2022-07-09,expense,travel,1490,bank transfer,mumbai,Salary
T13371,U029,2022-07-09,expense,education,848,bank transfer,pune,Paid electricity bill
T10899,U021,2022-07-09,expense,utilities,359,upi,bengaluru,Uber to office
T14042,U057,2022-07-09,expense,travel,149,bank transfer,chennai,Dinner at resto cash
T03093,U100,2022-07-09,expense,foodd,3375,card,mumbai,Monthly rent
T05446,U186,2022-07-09,expense,rent,292,upi,hyderabad,Paid electricity bill
T14083,U181,2022-07-09,expense,food,135,bank transfer,hyderabad,Salary
T07827,U020,2022-07-09,expense,utilities,382,cash,hyderabad,Dinner at resto via app
T10575,U130,2022-07-09,expense,travel,261,cash,hyderabad,Doctor visit
T01455,U080,2022-07-09,expense,food,248,bank transfer,chennai,Grocery shopping
T01673,U039,2022-07-09,expense,rent,751,upi,bengaluru,Grocery shopping cash
T06372,U099,2022-07-10,expense,food,855,card,lucknow,M5DkwNltpNvHf
T10007,U017,2022-07-10,expense,others,134,upi,hyderabad,Uber to office
T14808,U109,2022-07-10,expense,entertainment,115,bank transfer,hyderabad,Monthly rent
T09785,U168,2022-07-10,expense,food,725,cash,jaipur,Course fee
T05286,U137,2022-07-10,expense,others,277,upi,hyderabad,Netflix subscription
T05398,U156,2022-07-10,expense,rent,995,upi,kolkata,Paid electricity bill
T09026,U056,2022-07-10,expense,others,1254,uupi,chennai,Doctor visit
T06053,U176,2022-07-10,expense,rent,3267,cash,chennai,Salary
T02158,U143,2022-07-10,expense,savings,26,bank transfer,pune,Dinner at resto
T00181,U172,2022-07-10,expense,ofod,137,cash,hyderabad,Doctor visit cash
T09295,U033,2022-07-11,expense,food,140,card,hyderabad,Netflix subscription
T09428,U029,2022-07-11,expense,entertainment,216,cash,unknown,Uber to office
T03789,U112,2022-07-11,income,salary,53227,unknown,ahmedabad,Salary
T04951,U095,2022-07-11,expense,entertainment,234,card,pune,Course fee
T05887,U159,2022-07-11,income,salary,27783,card,bengaluru,Monthly rent
T14634,U117,2022-07-11,expense,utilities,235,upi,chennai,Course fee
T01616,U172,2022-07-11,expense,utilities,355,upii,bengaluru,Netflix subscription
T03955,U012,2022-07-11,expense,utilities,215,upi,chennai,Doctor visit via app
T04562,U118,2022-07-11,expense,food,521,cash,kolkata,Course fee
T02958,U099,2022-07-12,expense,food,713,cash,kolkata,Paid electricity bill late
T01132,U013,2022-07-12,expense,rent,246,bank transfer,ahmedabad,
T03494,U083,2022-07-12,expense,fodo,1325,card,kolkata,0QM1FKSv5
T02414,U164,2022-07-12,expense,food,274,bank transfer,kolkata,Grocery shopping
T02337,U170,2022-07-12,expense,utilities,56,card,chennai,obPsUQCdFvYGRiqWeV
T08706,U032,2022-07-12,expense,health,137,card,lucknow,Monthly rent
T01778,U071,2022-07-12,income,bonus,71473,upi,lucknow,Uber to office
T14059,U064,2022-07-12,expense,food,135,card,unknown,Monthly rent
T06272,U053,2022-07-12,expense,rent,384,cash,chennai,Doctor visit
T04856,U173,2022-07-12,expense,food,2573,upi,pune,Netflix subscription
T08305,U173,2022-07-13,expense,education,257,bank transfer,kolkata,Dinner at resto
T06322,U068,2022-07-13,expense,rent,4777,bank transfer,bengaluru,Netflix subscription
T12061,U102,2022-07-13,expense,travel,1214,upi,delhi,Monthly rent
T01085,U088,2022-07-13,expense,utilities,127,upi,kolkata,Uber to office
T01189,U014,2022-07-13,expense,food,104,card,jaipur,Salary
T03780,U148,2022-07-13,income,salary,51736,cash,ahmedabad,Doctor visit
T03220,U154,2022-07-13,expense,education,167,upi,ahmedabad,Course fee
T10434,U081,2022-07-13,expense,rent,434,cash,bengaluru,Netflix subscription via app
T11460,U051,2022-07-13,expense,rent,251,bank transfer,ahmedabad,Dinner at resto via app
T12814,U081,2022-07-13,income,other income,105562,card,pune,Gift
T12394,U083,2022-07-13,income,other income,65337,card,bengaluru,Salary
T05503,U074,2022-07-13,expense,travel,556,cash,delhi,9jfewm6T82n
T12757,U176,2022-07-14,expense,savings,93,bank transfer,bengaluru,Gift
T01872,U177,2022-07-14,expense,others,-809,card,mumbai,Uber to office
T13292,U186,2022-07-14,expense,travel,1317,bank transfer,delhi,Gift
T04259,U181,2022-07-14,expense,food,653,cash,bengaluru,Monthly rent
T11346,U027,2022-07-14,expense,travel,1950,cash,pune,Course fee late
T10653,U145,2022-07-14,income,bons,58858,card,delhi,Grocery shopping via app
T00884,U191,2022-07-14,income,salary,51635,upi,kolkata,Salary
T01509,U162,2022-07-14,expense,entertainment,1426,card,hyderabad,Dinner at resto
T01059,U072,2022-07-14,expense,education,159,card,delhi,Uber to office
T00360,U176,2022-07-14,expense,rent,410,csah,delhi,Dinner at resto
T10770,U188,2022-07-14,expense,travel,115,card,pune,
T03929,U057,2022-07-14,expense,rent,1165,upi,mumbai,Paid electricity bill
T01206,U077,2022-07-15,expense,food,190,cash,jaipur,Netflix subscription
T06405,U160,2022-07-15,expense,savings,1987,card,delhi,Dinner at resto via app
T10004,U163,2022-07-15,expense,food,198,card,chennai,Uber to office
T14853,U165,2022-07-15,expense,others,-550,card,pune,Doctor visit
T11215,U145,2022-07-15,expense,savigs,538,card,chennai,Course fee
T03892,U147,2022-07-15,expense,food,224,card,jaipur,Uber to office
T04462,U172,2022-07-15,expense,rent,3904,card,bengaluru,Doctor visit
T09032,U040,2022-07-15,expense,rent,84,card,delhi,Course fee
T06836,U130,2022-07-15,expense,food,480,bank transfer,jaipur,Paid electricity bill
T14798,U139,2022-07-15,expense,food,343,card,unknown,Doctor visit
T05510,U151,2022-07-16,income,other income,58156,upi,mumbai,
T03074,U125,2022-07-16,expense,rent,688,unknown,ahmedabad,Gift
T05936,U125,2022-07-16,expense,utilities,347,bank transfer,ahmedabad,Paid electricity bill
T12560,U011,2022-07-16,expense,rent,212,bank transfer,chennai,Monthly rent via app
T13074,U116,2022-07-16,expense,food,404,upi,delhi,Dinner at resto
T11530,U074,2022-07-16,expense,utilities,301,upi,jaipur,Paid electricity bill
T03083,U185,2022-07-16,income,bonus,73422,cash,chennai,Dinner at resto
T03272,U011,2022-07-16,expense,rent,462,upi,jaipur,Uber to office
T05441,U061,2022-07-16,expense,food,1575,bank transfer,delhi,Gift
T05032,U123,2022-07-16,expense,travel,1899,bank transfer,pune,Salary
T12083,U120,2022-07-16,expense,utilities,315,cash,chennai,Uber to office
T11987,U054,2022-07-16,expense,travel,173,unknown,chennai,Netflix subscription
T11091,U150,2022-07-16,expense,food,164,bank transfer,jaipur,7LFdoPRzhpf
T05346,U149,2022-07-16,expense,travel,2043,cash,kolkata,Salary
T13175,U111,2022-07-17,expense,rent,48,card,jaipur,Gift
T04868,U179,2022-07-17,expense,rent,486,cash,hyderabad,Salary late
T07038,U160,2022-07-17,expense,food,693,card,ahmedabad,Gift
T04655,U127,2022-07-17,expense,food,10,cash,delhi,Paid electricity bill
T11821,U119,2022-07-17,expense,travel,638,card,lucknow,Netflix subscription
T07774,U005,2022-07-17,income,other iincome,69714,bank transfer,chennai,Grocery shopping cash
T06220,U088,2022-07-17,expense,rent,622,upi,chennai,Netflix subscription
T09603,U067,2022-07-17,expense,food,585,cash,ahmedabad,uvRiayJK
T13674,U088,2022-07-17,expense,asvings,431,card,lucknow,Dinner at resto
T14845,U128,2022-07-18,expense,food,867,bank transfer,hyderabad,Netflix subscription
T05472,U142,2022-07-18,expense,health,585,upi,bengaluru,Course fee late
T06749,U022,2022-07-18,expense,health,333,bank transfer,unknown,
T08319,U057,2022-07-18,expense,travel,2842,upi,delhi,Course fee
T01645,U005,2022-07-18,expense,food,543,upi,pune,Course fee
T02142,U022,2022-07-18,expense,utilitise,736,card,pune,Doctor visit
T02265,U099,2022-07-18,expense,utilities,2035,unknown,mumbai,Grocery shopping late
T03781,U066,2022-07-18,expense,utilities,327,cash,delhi,Gift
T11140,U164,2022-07-18,expense,entertainment,76,cash,lucknow,ujJmhga82Tv2
T00190,U138,2022-07-19,expense,others,196,upi,ahmedabad,Doctor visit
T13151,U001,2022-07-19,expense,utilities,225,card,bengaluru,Gift
T04892,U023,2022-07-19,expense,travel,327,upi,kolkata,Course fee
T08485,U080,2022-07-19,expense,entertainnment,728,bank transfer,pune,Grocery shopping
T12969,U178,2022-07-19,income,other income,40626,cash,lucknow,Monthly rent
T13990,U064,2022-07-19,expense,travel,310,card,chennai,Doctor visit
T07665,U074,2022-07-19,expense,travel,92,bank transfer,chennai,Grocery shopping
T07598,U165,2022-07-19,expense,rent,178,cash,delhi,Netflix subscription
T02253,U069,2022-07-19,expense,ravel,156,upi,delhi,Grocery shopping cash
T02588,U068,2022-07-19,income,bonus,72789,cash,bengaluru,Monthly rent cash
T05916,U128,2022-07-19,expense,food,668,card,kolkata,Gift cash
T13997,U147,2022-07-20,expense,rent,127,card,bengaluru,Doctor visit
T11057,U056,2022-07-20,expense,travel,270,card,chennai,Course fee via app
T13124,U122,2022-07-20,expense,rent,580,cash,hyderabad,Monthly rent
T10812,U032,2022-07-20,expense,fod,2148,cash,hyderabad,Monthly rent
T07651,U123,2022-07-20,income,salary,47897,card,pune,Dinner at resto cash
T07671,U084,2022-07-20,expense,food,3103,bank transfer,pune,
T14466,U110,2022-07-20,expense,rent,897,bank transfer,jaipur,Doctor visit
T07626,U023,2022-07-20,expense,food,1293,upi,chennai,Uber to office
T04144,U022,2022-07-20,expense,others,616,unknown,mumbai,Paid electricity bill
T08922,U056,2022-07-20,income,other income,66789,bank transfer,ahmedabad,Uber to office
T09782,U008,2022-07-20,expense,food,285,cash,ahmedabad,Grocery shopping
T06825,U179,2022-07-20,expense,education,326,cash,pune,Doctor visit
T00089,U125,2022-07-20,expense,rent,158,upi,lucknow,Monthly rent
T03817,U139,2022-07-20,expense,food,-970,upi,bengaluru,Doctor visit late
T08270,U177,2022-07-20,expense,ernt,24,cash,bengaluru,Grocery shopping late
T08834,U183,2022-07-20,income,salary,63835,card,kolkata,Doctor visit
T02139,U186,2022-07-21,expense,health,1539,cash,kolkata,Grocery shopping
T12052,U063,2022-07-21,expense,travel,674,cash,hyderabad,Course fee
T07877,U032,2022-07-21,expense,travel,100,bank transfer,jaipur,cJ9BkudD4Tf3Ql
T05542,U039,2022-07-21,income,salary,67973,upi,chennai,Gift late
T08630,U115,2022-07-21,expense,rent,235,cash,chennai,Paid electricity bill
T13510,U070,2022-07-21,expense,utilities,133,upi,mumbai,Uber to office
T07083,U128,2022-07-21,expense,food,231,card,pune,Gift via app
T00166,U081,2022-07-21,expense,food,593,bank transfer,lucknow,Paid electricity bill
T00141,U015,2022-07-22,expense,utilities,401,cash,ahmedabad,Uber to office
T10982,U190,2022-07-22,expense,food,767,cash,jaipur,Paid electricity bill
T06318,U123,2022-07-22,expense,others,1675,cash,pune,Netflix subscription
T12796,U073,2022-07-22,expense,entertainment,129,card,hyderabad,Grocery shopping
T04413,U118,2022-07-22,expense,travel,766,card,kolkata,Uber to office
T14976,U133,2022-07-22,expense,others,1038,card,chennai,Uber to office
T02499,U154,2022-07-22,expense,food,2616,card,delhi,72nS3cj7k
T00248,U158,2022-07-22,expense,rent,2081,upi,chennai,Course fee
T01472,U129,2022-07-22,expense,food,3394,cash,lucknow,Salary
T11114,U007,2022-07-23,expense,rent,1003,card,pune,Grocery shopping
T05715,U072,2022-07-23,expense,travel,946,upi,delhi,Netflix subscription
T05291,U114,2022-07-23,expense,entertainment,654,upi,pune,Grocery shopping
T01326,U016,2022-07-23,expense,rent,201,cash,ahmedabad,Paid electricity bill
T03419,U134,2022-07-23,expense,entertainment,102,bank transfer,delhi,Doctor visit
T02116,U073,2022-07-23,income,bonus,31737,card,ahmedabad,Paid electricity bill
T00672,U097,2022-07-23,expense,rent,541,upi,kolkata,Paid electricity bill late
T00883,U040,2022-07-23,expense,food,328,card,hyderabad,Salary
T00202,U056,2022-07-23,expense,rent,66,card,delhi,Gift
T10544,U160,2022-07-23,expense,rent,3900,bank transfer,lucknow,sqxBaz8YsGZCfPH
T12073,U127,2022-07-23,expense,rent,23,card,ahmedabad,2HqnxBcgcS1F6lyuFNp
T07943,U090,2022-07-23,income,other income,61524,bank transfer,jaipur,
T13158,U078,2022-07-23,expense,food,12091,cash,delhi,Course fee
T05661,U156,2022-07-24,expense,foodd,675,bank transfer,ahmedabad,Dinner at resto
T11856,U075,2022-07-24,expense,food,754,upi,lucknow,Monthly rent
T13078,U106,2022-07-24,expense,utilities,464,cash,bengaluru,Course fee
T14063,U046,2022-07-24,expense,ffood,324,upi,lucknow,Course fee via app
T11431,U074,2022-07-24,expense,travel,129,cash,kolkata,
T02288,U128,2022-07-24,expense,utilities,694,upi,delhi,
T10128,U090,2022-07-24,expense,others,394,cash,unknown,Netflix subscription
T00132,U092,2022-07-24,expense,rent,925,bank transfer,pune,Salary
T02965,U025,2022-07-24,income,bonus,62028,bank transfer,unknown,Grocery shopping
T02339,U157,2022-07-24,expense,food,323,upi,mumbai,Salary cash
T12992,U029,2022-07-24,expense,ren,1030,cash,mumbai,
T14251,U038,2022-07-25,expense,savings,17,cash,jaipur,
T10722,U103,2022-07-25,expense,travel,638,card,kolkata,Paid electricity bill
T03721,U029,2022-07-25,expense,savings,940,unknown,pune,Monthly rent
T01195,U118,2022-07-25,income,salary,73094,cash,mumbai,Course fee cash
T13266,U156,2022-07-25,expense,rent,2423,bank transfer,chennai,Course fee
T01254,U119,2022-07-25,expense,food,64,card,chennai,Netflix subscription
T09546,U044,2022-07-25,income,bonus,55629,cash,kolkata,Grocery shopping late
T06614,U111,2022-07-25,expense,others,329,upi,pune,Course fee
T14502,U132,2022-07-25,expense,food,502,card,mumbai,Paid electricity bill
T03901,U031,2022-07-25,expense,utilities,2293,card,pune,Z6oS0eQUK69mmpOpZK
T14985,U168,2022-07-25,income,salary,52770,card,bengaluru,Paid electricity bill
T06029,U114,2022-07-26,expense,entertainment,162,cash,unknown,Netflix subscription
T08846,U044,2022-07-26,expense,utilities,242,upi,kolkata,Course fee
T03777,U024,2022-07-26,expense,food,5478,bank rtansfer,hyderabad,Uber to office
T11129,U047,2022-07-26,expense,food,156,upi,jaipur,Doctor visit via app
